ts_code,end_date,current_eps,predicted_eps,predicted_eps_growth,predicted_rev_growth,n_analysts,eps_dispersion
600847.SH,20250930,-0.22,-0.107,-0.5138,-0.0377,13,0.0057
300730.SZ,20250930,-0.24,-0.1274,-0.4692,-0.3763,21,0.0071
603838.SH,20250930,-0.1123,-0.0508,-0.548,0.3336,2,0.0059
300033.SZ,20250930,2.24,1.9654,-0.1226,0.3732,3,0.0131
688152.SH,20250930,-0.18,-0.0921,-0.4881,0.054,1,0.0014
605088.SH,20250930,1.23,1.4636,0.1899,0.1082,1,0.0524
920132.BJ,20250930,0.11,0.0574,-0.4784,-0.1028,1,0.0003
920378.BJ,20250930,0.12,0.2376,0.98,0.2082,5,0.0101
920505.BJ,20250930,0.21,0.1191,-0.4326,0.0418,1,0.0107
603122.SH,20250930,-0.03,-0.0168,-0.4402,-0.219,7,0.0001
000882.SZ,20250930,-0.0501,-0.0273,-0.4543,-0.1689,4,0.0004
002311.SZ,20250930,2.49,4.9949,1.006,0.092,10,0.0767
000735.SZ,20250930,0.0024,0.0013,-0.4626,-0.4124,2,0.0
603719.SH,20250930,-0.31,-0.162,-0.4774,-0.2391,19,0.0033
301568.SZ,20250930,0.76,1.4672,0.9305,0.396,5,0.0568
301129.SZ,20250930,-0.34,-0.2264,-0.3341,0.3809,4,0.0028
002787.SZ,20250930,0.25,0.4992,0.9968,-0.0864,2,0.0001
300787.SZ,20250930,0.3081,0.6471,1.1003,0.5278,7,0.0125
688312.SH,20250930,0.66,0.99,0.5001,0.2426,8,0.0369
688336.SH,20250930,0.65,0.8964,0.3791,0.1822,30,0.0137
002976.SZ,20250930,0.17,0.0885,-0.4793,0.2079,11,0.0023
688007.SH,20250930,-0.3,-0.1211,-0.5963,-0.2125,7,0.0122
002771.SZ,20250930,-0.25,-0.1235,-0.5061,-0.1523,5,0.003
000564.SZ,20250930,0.004,0.0021,-0.4817,-0.1399,4,0.0001
600215.SH,20250930,-0.1852,-0.0847,-0.5427,-0.516,4,0.0008
600397.SH,20250930,-0.3099,-0.1745,-0.4371,-0.4149,4,0.0122
002278.SZ,20250930,0.1038,0.2078,1.0018,0.1226,8,0.0068
002024.SZ,20250930,0.0081,0.0065,-0.1927,0.0252,9,0.0002
601668.SH,20250930,0.92,1.7927,0.9486,0.0038,3,0.0212
301273.SZ,20250930,-0.5425,-0.2422,-0.5535,0.382,2,0.0043
920717.BJ,20250930,0.033,0.0154,-0.5326,-0.1623,2,0.0004
002168.SZ,20250930,-0.0551,-0.0337,-0.3883,0.9651,5,0.001
688184.SH,20250930,-1.29,-0.7111,-0.4488,-0.5579,8,0.0497
688057.SH,20250930,0.2734,0.1989,-0.2726,-0.2436,3,0.0014
301370.SZ,20250930,0.14,0.2816,1.0117,-0.0536,5,0.0058
688003.SH,20250930,-0.0788,-0.0381,-0.516,0.1206,13,0.0022
002279.SZ,20250930,-0.0334,-0.0158,-0.5272,-0.4567,16,0.0004
300582.SZ,20250930,-0.27,-0.1414,-0.4761,-0.1097,2,0.0056
603216.SH,20250930,0.25,0.3406,0.3624,-0.0066,8,0.0102
600449.SH,20250930,0.46,0.3258,-0.2917,-0.398,2,0.0223
300798.SZ,20250930,-0.0325,-0.0128,-0.6057,0.2196,1,0.0009
600172.SH,20250930,-0.3755,-0.211,-0.4381,0.1201,15,0.0046
603733.SH,20250930,1.1,1.603,0.4572,0.1683,1,0.0081
600251.SH,20250930,0.4466,0.6704,0.5012,-0.2748,9,0.0497
000898.SZ,20250930,-0.218,-0.1301,-0.4033,-0.0946,10,0.0009
300631.SZ,20250930,0.3956,0.448,0.1324,0.24,2,0.0018
300780.SZ,20250930,-0.2213,-0.1263,-0.4295,0.1709,8,0.0019
600354.SH,20250930,0.0705,0.073,0.0348,0.1899,6,0.0001
301006.SZ,20250930,0.3935,0.6677,0.6969,0.0984,1,0.0073
002061.SZ,20250930,0.27,0.5404,1.0015,0.0642,1,0.0463
603767.SH,20250930,0.08,0.0496,-0.3805,-0.0012,3,0.0002
600367.SH,20250930,0.31,0.618,0.9935,0.0203,3,0.0444
600679.SH,20250930,0.2255,0.4585,1.0334,-0.0331,11,0.0274
301314.SZ,20250930,0.19,0.2439,0.2838,0.0197,3,0.0038
600693.SH,20250930,0.1012,0.1302,0.2868,0.0677,1,0.0029
688727.SH,20250930,0.19,0.3371,0.7742,0.2104,10,0.0167
300877.SZ,20250930,0.62,1.2508,1.0174,0.0013,1,0.1093
002617.SZ,20250930,0.1305,0.2604,0.9954,-0.0005,7,0.0255
920942.BJ,20250930,0.3447,0.1598,-0.5365,-0.085,4,0.0063
300211.SZ,20250930,-0.0614,-0.0337,-0.4509,1.7712,1,0.0019
600160.SH,20250930,1.203,2.4727,1.0554,0.1297,4,0.1771
600976.SH,20250930,1.88,3.7439,0.9914,-0.1268,13,0.0133
002302.SZ,20250930,-0.1685,-0.1081,-0.3587,-0.095,4,0.0046
002461.SZ,20250930,0.4265,0.8897,1.0862,0.0687,8,0.0277
600884.SH,20250930,0.132,0.0832,-0.3695,0.1713,19,0.0062
605186.SH,20250930,0.06,0.0273,-0.5456,0.3571,5,0.0008
300655.SZ,20250930,0.1212,0.2632,1.1717,0.119,21,0.0196
600182.SH,20250930,0.3579,0.4733,0.3224,0.041,2,0.0049
301609.SZ,20250930,0.67,0.5583,-0.1667,0.1191,1,0.0115
603418.SH,20250930,2.48,2.8003,0.1291,0.3031,1,0.0394
688687.SH,20250930,0.612,1.2324,1.0138,-0.0559,2,0.0342
301596.SZ,20250930,1.2694,2.5595,1.0163,0.0709,6,0.2528
920019.BJ,20250930,0.217,0.1787,-0.1765,0.1486,10,0.0002
000045.SZ,20250930,0.1174,0.1632,0.3905,-0.046,2,0.0183
601098.SH,20250930,0.65,0.9649,0.4844,-0.125,7,0.0069
600330.SH,20250930,0.047,0.066,0.4033,-0.081,2,0.0045
920275.BJ,20250930,0.02,0.0109,-0.4564,0.0531,2,0.0002
000959.SZ,20250930,0.1229,0.2421,0.9703,-0.0518,6,0.0193
300394.SZ,20250930,1.8863,3.8054,1.0174,0.6168,4,0.1047
605588.SH,20250930,-0.26,-0.1619,-0.3771,0.0655,3,0.0078
002948.SZ,20250930,0.65,1.3202,1.0311,0.032,1,0.0027
301589.SZ,20250930,4.89,8.4761,0.7334,0.0384,10,0.5337
603535.SH,20250930,0.29,0.1553,-0.4645,-0.0706,3,0.0083
000686.SZ,20250930,0.46,0.7605,0.6533,0.4047,3,0.0441
000929.SZ,20250930,0.0591,0.0812,0.3738,0.2892,5,0.0001
601211.SH,20250930,1.44,2.8956,1.0108,1.0315,7,0.0735
000908.SZ,20250930,-0.0507,-0.0299,-0.4101,-0.0976,1,0.0009
002292.SZ,20250930,0.0342,0.0327,-0.0427,-0.075,11,0.0006
000975.SZ,20250930,0.886,1.597,0.8025,0.2723,23,0.0853
688155.SH,20250930,1.64,3.4433,1.0996,0.0531,4,0.1358
002491.SZ,20250930,-0.0532,-0.0265,-0.5021,0.1611,1,0.0006
002413.SZ,20250930,-0.07,-0.0408,-0.4168,0.3192,9,0.0017
300274.SZ,20250930,5.73,11.3132,0.9744,0.324,1,0.3603
000705.SZ,20250930,0.1678,0.2237,0.3328,-0.3847,6,0.0133
301211.SZ,20250930,0.05,0.0264,-0.471,-0.0282,9,0.0001
600419.SH,20250930,-0.0337,-0.016,-0.5249,-0.0278,19,0.0004
600775.SH,20250930,-0.0982,-0.0554,-0.4363,-0.1434,15,0.0021
002434.SZ,20250930,0.26,0.3267,0.2565,0.0163,5,0.0188
300270.SZ,20250930,-0.14,-0.0704,-0.4969,-0.3149,4,0.0087
603630.SH,20250930,0.06,0.034,-0.4337,-0.0881,2,0.0006
000524.SZ,20250930,0.1,0.2039,1.039,0.0879,7,0.012
601368.SH,20250930,0.1533,0.1581,0.0314,-0.0039,10,0.0038
002286.SZ,20250930,0.36,0.7267,1.0185,0.1569,5,0.0375
601567.SH,20250930,1.08,2.1389,0.9805,0.0633,7,0.0972
603601.SH,20250930,0.0794,0.0828,0.0434,-0.1467,12,0.0006
603586.SH,20250930,0.68,0.6413,-0.057,0.1337,2,0.0006
603883.SH,20250930,0.7,0.6344,-0.0937,-0.0381,3,0.0449
000716.SZ,20250930,0.009,0.0052,-0.4261,-0.0425,5,0.0002
688185.SH,20250930,0.06,0.028,-0.5329,0.2388,2,0.0019
688347.SH,20250930,0.15,0.1464,-0.0239,0.2023,8,0.0049
600600.SH,20250930,3.867,7.7632,1.0075,-0.0013,3,0.3754
601038.SH,20250930,0.8848,1.0345,0.1692,-0.1208,12,0.0059
920344.BJ,20250930,-0.12,-0.061,-0.4919,-0.0868,5,0.0024
300091.SZ,20250930,-0.1801,-0.0954,-0.4702,-0.4574,2,0.0001
002917.SZ,20250930,0.3883,0.8267,1.129,0.0725,3,0.0292
301510.SZ,20250930,0.11,0.1922,0.7473,0.2964,26,0.0006
920208.BJ,20250930,0.74,0.4125,-0.4426,0.0276,3,0.0164
002792.SZ,20250930,0.0481,0.1004,1.088,0.0126,15,0.0043
300263.SZ,20250930,0.2,0.3984,0.992,0.1805,9,0.0241
301330.SZ,20250930,0.55,1.1232,1.0422,0.0179,4,0.0749
002655.SZ,20250930,0.1753,0.3709,1.1158,0.2402,5,0.0215
688227.SH,20250930,-0.29,-0.1263,-0.5644,0.0952,4,0.0035
600519.SH,20250930,51.53,81.5938,0.5834,0.0544,1,0.2172
688199.SH,20250930,0.02,0.0096,-0.5203,0.0164,3,0.0008
002500.SZ,20250930,0.2,0.418,1.09,0.1019,4,0.0241
688569.SH,20250930,0.43,0.3464,-0.1945,-0.1667,2,0.0117
300476.SZ,20250930,3.78,7.8196,1.0687,0.8134,3,0.0276
603177.SH,20250930,0.06,0.0495,-0.1758,0.1604,1,0.0001
600658.SH,20250930,-0.34,-0.1791,-0.4733,-0.4847,1,0.0045
603737.SH,20250930,1.01,2.0012,0.9814,0.0422,1,0.1458
600233.SH,20250930,0.836,1.3175,0.576,0.089,4,0.0333
301628.SZ,20250930,1.28,1.7363,0.3565,0.2184,2,0.0164
603755.SH,20250930,0.6617,1.3485,1.0379,0.179,6,0.1017
002294.SZ,20250930,0.52,1.0165,0.9547,0.1349,2,0.0106
301206.SZ,20250930,0.34,0.4102,0.2064,-0.0701,13,0.0094
688302.SH,20250930,-1.0,-0.5449,-0.4551,211.8051,2,0.0385
601326.SH,20250930,0.25,0.3572,0.4287,0.002,14,0.0036
300212.SZ,20250930,-0.7426,-0.4698,-0.3674,-0.0731,12,0.0331
601881.SH,20250930,0.92,1.8046,0.9616,0.459,4,0.0151
002378.SZ,20250930,0.16,0.2212,0.3825,0.3938,10,0.0201
300771.SZ,20250930,0.29,0.5854,1.0185,0.4114,1,0.0199
600678.SH,20250930,0.0919,0.1909,1.0775,0.8079,1,0.0005
920489.BJ,20250930,0.03,0.0183,-0.3903,-0.1055,22,0.0001
688029.SH,20250930,2.72,4.38,0.6103,0.1695,8,0.3425
000960.SZ,20250930,1.0315,2.0607,0.9977,0.2095,4,0.2353
600579.SH,20250930,-0.06,-0.0335,-0.4424,-0.8893,3,0.0019
002371.SZ,20250930,7.1093,6.3107,-0.1123,0.3296,16,0.2705
603848.SH,20250930,0.36,0.1838,-0.4894,0.0079,9,0.003
688459.SH,20250930,0.1177,0.0694,-0.4105,0.0928,4,0.0007
920370.BJ,20250930,-0.13,-0.0576,-0.5568,-0.148,3,0.0005
600654.SH,20250930,0.07,0.143,1.0424,0.1962,1,0.0038
688793.SH,20250930,-0.79,-0.4618,-0.4155,-0.342,1,0.0158
300217.SZ,20250930,0.1011,0.0515,-0.4903,-0.0391,2,0.0026
300822.SZ,20250930,0.1042,0.0594,-0.4296,-0.0431,14,0.0005
920675.BJ,20250930,0.27,0.1717,-0.3642,-0.1228,3,0.0015
000738.SZ,20250930,0.3049,0.2537,-0.1678,-0.0721,4,0.0085
600802.SH,20250930,-0.017,-0.0086,-0.4921,-0.0451,5,0.0008
603165.SH,20250930,0.65,1.1985,0.8439,-0.0267,12,0.0239
600595.SH,20250930,0.3,0.3114,0.038,0.039,9,0.0194
603255.SH,20250930,0.07,0.1249,0.7848,0.1112,8,0.0052
301180.SZ,20250930,0.02,0.0403,1.0149,0.3534,9,0.0001
920132.BJ,20250930,0.11,0.0501,-0.5446,-0.0773,1,0.0006
688702.SH,20250930,0.02,0.0401,1.0047,0.0026,3,0.0028
